Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
llama3:8b,What's the difference between anxiety and stress?,355,288.931,0.0388
llama3:8b,How do I negotiate my salary during a job offer?,512,208.387,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,510,283.869,0.0369
llama3:8b,How can I start a simple workout routine at home with no equ...,329,289.698,0.0395
llama3:8b,Can you explain inflation in simple terms?,164,295.021,0.0472
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,835,232.436,0.0330
llama3:8b,How do I write a professional follow-up email after a job in...,178,294.559,0.0456
llama3:8b,Can you explain inflation in simple terms?,442,214.178,0.0331
llama3:8b,How do I negotiate my salary during a job offer?,605,212.976,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,350,289.129,0.0387
llama3:8b,What are some fun icebreaker questions for team meetings?,267,291.771,0.0409
llama3:8b,How can I start a simple workout routine at home with no equ...,243,292.478,0.0423
llama3:8b,What are some fun icebreaker questions for team meetings?,538,280.280,0.0320
llama3:8b,What are some tips to stay focused while studying?,488,280.778,0.0318
llama3:8b,Can you summarize the key points of the book Atomic Habits?,527,282.200,0.0318
llama3:8b,What's the difference between anxiety and stress?,400,226.021,0.0345
llama3:8b,How do I negotiate my salary during a job offer?,610,221.890,0.0342
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,373,281.317,0.0314
llama3:8b,How can I start a simple workout routine at home with no equ...,641,279.692,0.0360
llama3:8b,What are some tips to stay focused while studying?,377,291.583,0.0380
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,395,228.976,0.0338
llama3:8b,What are some tips to stay focused while studying?,504,227.158,0.0341
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,313,289.903,0.0409
llama3:8b,What are some fun icebreaker questions for team meetings?,314,289.833,0.0409
llama3:8b,How do I negotiate my salary during a job offer?,526,282.914,0.0316
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,503,284.345,0.0365
llama3:8b,What are some fun icebreaker questions for team meetings?,268,291.201,0.0429
llama3:8b,What's the difference between anxiety and stress?,175,294.336,0.0478
llama3:8b,What are some fun icebreaker questions for team meetings?,346,285.176,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,346,289.067,0.0394
llama3:8b,What are some fun icebreaker questions for team meetings?,400,233.229,0.0334
llama3:8b,How do I negotiate my salary during a job offer?,595,235.141,0.0332
llama3:8b,How do I negotiate my salary during a job offer?,479,284.947,0.0372
llama3:8b,What are some fun icebreaker questions for team meetings?,464,234.301,0.0332
llama3:8b,Can you summarize the key points of the book Atomic Habits?,518,280.087,0.0317
llama3:8b,How do I negotiate my salary during a job offer?,559,233.853,0.0331
llama3:8b,What are some fun icebreaker questions for team meetings?,526,280.348,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,556,280.025,0.0322
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,648,279.012,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,506,276.537,0.0314
llama3:8b,Can you summarize the key points of the book Atomic Habits?,372,288.024,0.0394
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,754,271.939,0.0319
llama3:8b,What's the difference between anxiety and stress?,128,295.909,0.0531
llama3:8b,How can I start a simple workout routine at home with no equ...,486,280.654,0.0321
llama3:8b,Can you summarize the key points of the book Atomic Habits?,567,243.561,0.0331
llama3:8b,What are some tips to stay focused while studying?,504,246.847,0.0333
llama3:8b,What are some tips to stay focused while studying?,485,279.793,0.0324
llama3:8b,What are some fun icebreaker questions for team meetings?,430,279.101,0.0332
llama3:8b,What are some tips to stay focused while studying?,533,248.602,0.0333
llama3:8b,What's the difference between anxiety and stress?,472,281.439,0.0329
llama3:8b,How do I negotiate my salary during a job offer?,596,279.438,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,799,246.855,0.0333
llama3:8b,How do I write a professional follow-up email after a job in...,440,285.817,0.0385
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,432,285.876,0.0321
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,464,285.146,0.0378
llama3:8b,What are some fun icebreaker questions for team meetings?,448,257.527,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,609,280.197,0.0370
llama3:8b,How do I write a professional follow-up email after a job in...,311,290.076,0.0405
llama3:8b,Can you explain inflation in simple terms?,447,258.965,0.0338
llama3:8b,What's the difference between anxiety and stress?,415,286.835,0.0382
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,251,292.161,0.0419
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,300,290.289,0.0414
llama3:8b,How can I start a simple workout routine at home with no equ...,248,292.281,0.0420
llama3:8b,What are some tips to stay focused while studying?,349,288.638,0.0403
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,286,290.668,0.0420
llama3:8b,How do I negotiate my salary during a job offer?,267,291.345,0.0428
llama3:8b,What's the difference between anxiety and stress?,118,296.365,0.0543
llama3:8b,How can I start a simple workout routine at home with no equ...,552,257.519,0.0342
llama3:8b,What are some tips to stay focused while studying?,57,298.321,0.0765
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,42,298.904,0.0913
llama3:8b,How do I negotiate my salary during a job offer?,346,289.179,0.0391
llama3:8b,How do I negotiate my salary during a job offer?,43,298.789,0.0906
llama3:8b,Can you summarize the key points of the book Atomic Habits?,44,298.788,0.0890
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,56,298.405,0.0771
llama3:8b,What are some fun icebreaker questions for team meetings?,264,291.934,0.0409
llama3:8b,What's the difference between anxiety and stress?,265,291.911,0.0407
llama3:8b,How can I start a simple workout routine at home with no equ...,61,298.254,0.0734
llama3:8b,Can you summarize the key points of the book Atomic Habits?,211,293.564,0.0434
llama3:8b,How do I negotiate my salary during a job offer?,57,298.344,0.0764
llama3:8b,How do I negotiate my salary during a job offer?,52,298.521,0.0802
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,50,298.568,0.0823
llama3:8b,How do I write a professional follow-up email after a job in...,98,297.192,0.0567
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,35,299.079,0.1042
llama3:8b,What are some fun icebreaker questions for team meetings?,13,299.802,0.2251
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,62,298.278,0.0711
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,14,299.790,0.2094
llama3:8b,Can you explain inflation in simple terms?,15,299.805,0.1964
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,71,298.018,0.0661
llama3:8b,What's the difference between anxiety and stress?,35,299.114,0.1027
llama3:8b,What's the difference between anxiety and stress?,38,299.019,0.0965
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,39,298.997,0.0945
llama3:8b,How can I start a simple workout routine at home with no equ...,45,298.830,0.0856
llama3:8b,How do I negotiate my salary during a job offer?,593,260.822,0.0341
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,96,297.247,0.0567
llama3:8b,How do I negotiate my salary during a job offer?,39,299.017,0.0941
llama3:8b,What are some tips to stay focused while studying?,513,260.742,0.0340
llama3:8b,What are some tips to stay focused while studying?,104,297.036,0.0545
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,113,296.758,0.0525
llama3:8b,What are some fun icebreaker questions for team meetings?,483,260.444,0.0338
llama3:8b,What's the difference between anxiety and stress?,127,296.216,0.0509
llama3:8b,Can you explain inflation in simple terms?,183,294.538,0.0448
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,279,288.364,0.0317
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,258,292.204,0.0406
llama3:8b,What are some fun icebreaker questions for team meetings?,247,292.543,0.0411
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,256,297.431,0.0205
llama3:8b,What are some tips to stay focused while studying?,502,266.976,0.0337
llama3:8b,How can I start a simple workout routine at home with no equ...,242,295.552,0.0297
llama3:8b,What's the difference between anxiety and stress?,473,284.566,0.0319
llama3:8b,How do I write a professional follow-up email after a job in...,237,292.794,0.0418
llama3:8b,What are some fun icebreaker questions for team meetings?,403,273.833,0.0335
llama3:8b,What's the difference between anxiety and stress?,502,272.468,0.0335
llama3:8b,Can you summarize the key points of the book Atomic Habits?,497,284.301,0.0375
llama3:8b,What are some fun icebreaker questions for team meetings?,434,286.233,0.0380
llama3:8b,What are some tips to stay focused while studying?,282,291.486,0.0401
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,258,292.082,0.0411
llama3:8b,How can I start a simple workout routine at home with no equ...,247,292.405,0.0417
llama3:8b,How can I start a simple workout routine at home with no equ...,648,272.971,0.0335
llama3:8b,How do I negotiate my salary during a job offer?,216,293.375,0.0431
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,447,285.736,0.0379
llama3:8b,How do I negotiate my salary during a job offer?,265,291.916,0.0407
llama3:8b,How do I write a professional follow-up email after a job in...,504,283.521,0.0326
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,358,288.985,0.0384
llama3:8b,What's the difference between anxiety and stress?,459,282.007,0.0333
llama3:8b,What are some fun icebreaker questions for team meetings?,473,280.285,0.0315
llama3:8b,How do I negotiate my salary during a job offer?,559,276.192,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,532,282.284,0.0334
llama3:8b,How do I negotiate my salary during a job offer?,548,282.436,0.0371
llama3:8b,How do I negotiate my salary during a job offer?,624,279.473,0.0372
llama3:8b,How do I negotiate my salary during a job offer?,490,279.534,0.0315
llama3:8b,Can you explain inflation in simple terms?,414,280.758,0.0317
llama3:8b,How do I negotiate my salary during a job offer?,399,287.008,0.0394
llama3:8b,How do I write a professional follow-up email after a job in...,550,280.346,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,142,295.508,0.0505
llama3:8b,Can you summarize the key points of the book Atomic Habits?,498,284.199,0.0371
llama3:8b,What are some fun icebreaker questions for team meetings?,451,285.246,0.0325
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,376,288.087,0.0388
llama3:8b,Can you summarize the key points of the book Atomic Habits?,478,284.632,0.0378
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,281,291.088,0.0412
llama3:8b,What's the difference between anxiety and stress?,448,278.220,0.0326
llama3:8b,What are some tips to stay focused while studying?,271,291.502,0.0413
llama3:8b,Can you explain inflation in simple terms?,564,280.399,0.0325
llama3:8b,How can I start a simple workout routine at home with no equ...,461,285.302,0.0377
llama3:8b,Can you explain inflation in simple terms?,487,265.763,0.0323
llama3:8b,What are some fun icebreaker questions for team meetings?,522,278.823,0.0323
llama3:8b,How do I write a professional follow-up email after a job in...,327,289.817,0.0393
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,548,282.359,0.0371
llama3:8b,Can you explain inflation in simple terms?,399,287.686,0.0376
llama3:8b,Can you explain inflation in simple terms?,386,288.094,0.0379
llama3:8b,How can I start a simple workout routine at home with no equ...,421,286.482,0.0386
llama3:8b,How do I write a professional follow-up email after a job in...,342,288.933,0.0402
llama3:8b,How do I write a professional follow-up email after a job in...,267,291.380,0.0423
llama3:8b,What are some fun icebreaker questions for team meetings?,469,273.137,0.0326
llama3:8b,Can you explain inflation in simple terms?,415,272.304,0.0328
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,485,284.978,0.0365
llama3:8b,How can I start a simple workout routine at home with no equ...,233,292.947,0.0418
llama3:8b,What are some fun icebreaker questions for team meetings?,168,294.703,0.0475
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,338,272.012,0.0330
llama3:8b,What are some fun icebreaker questions for team meetings?,120,296.290,0.0531
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,333,286.305,0.0321
llama3:8b,How do I write a professional follow-up email after a job in...,271,291.508,0.0412
llama3:8b,Can you explain inflation in simple terms?,405,285.496,0.0315
llama3:8b,How do I negotiate my salary during a job offer?,613,275.415,0.0329
llama3:8b,What are some fun icebreaker questions for team meetings?,394,282.482,0.0314
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,512,281.144,0.0317
llama3:8b,Can you explain inflation in simple terms?,470,266.681,0.0321
llama3:8b,Can you explain inflation in simple terms?,471,265.747,0.0322
llama3:8b,What are some fun icebreaker questions for team meetings?,437,278.573,0.0327
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,420,263.915,0.0321
llama3:8b,What's the difference between anxiety and stress?,539,279.624,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,558,259.232,0.0317
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,453,262.947,0.0320
llama3:8b,Can you summarize the key points of the book Atomic Habits?,599,278.775,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,523,267.530,0.0327
llama3:8b,What's the difference between anxiety and stress?,413,268.357,0.0317
llama3:8b,What's the difference between anxiety and stress?,422,258.136,0.0316
llama3:8b,What's the difference between anxiety and stress?,447,285.487,0.0384
llama3:8b,What are some fun icebreaker questions for team meetings?,350,288.671,0.0402
llama3:8b,How can I start a simple workout routine at home with no equ...,272,291.258,0.0421
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,272,263.115,0.0313
llama3:8b,How can I start a simple workout routine at home with no equ...,149,295.382,0.0490
llama3:8b,What's the difference between anxiety and stress?,515,260.203,0.0330
llama3:8b,How can I start a simple workout routine at home with no equ...,605,260.965,0.0329
llama3:8b,What's the difference between anxiety and stress?,521,261.384,0.0316
llama3:8b,What are some tips to stay focused while studying?,183,294.300,0.0457
llama3:8b,Can you explain inflation in simple terms?,210,293.400,0.0442
llama3:8b,What are some tips to stay focused while studying?,533,264.691,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,266,291.549,0.0419
llama3:8b,How do I write a professional follow-up email after a job in...,278,291.155,0.0415
llama3:8b,What's the difference between anxiety and stress?,404,264.589,0.0320
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,269,291.393,0.0419
llama3:8b,How do I write a professional follow-up email after a job in...,220,292.968,0.0441
llama3:8b,Can you summarize the key points of the book Atomic Habits?,433,261.458,0.0322
llama3:8b,Can you explain inflation in simple terms?,188,294.055,0.0458
llama3:8b,Can you summarize the key points of the book Atomic Habits?,529,267.652,0.0324
llama3:8b,Can you explain inflation in simple terms?,215,293.163,0.0442
llama3:8b,Can you summarize the key points of the book Atomic Habits?,490,271.074,0.0324
llama3:8b,How can I start a simple workout routine at home with no equ...,120,296.265,0.0534
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,742,261.799,0.0321
llama3:8b,How do I negotiate my salary during a job offer?,551,260.764,0.0321
llama3:8b,Can you explain inflation in simple terms?,288,290.863,0.0411
llama3:8b,How can I start a simple workout routine at home with no equ...,286,291.058,0.0409
llama3:8b,Can you summarize the key points of the book Atomic Habits?,687,271.699,0.0324
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,364,280.277,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,761,262.740,0.0328
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,309,260.651,0.0330
llama3:8b,Can you summarize the key points of the book Atomic Habits?,564,269.670,0.0325
llama3:8b,What are some tips to stay focused while studying?,476,270.091,0.0333
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,706,266.957,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,565,269.344,0.0332
llama3:8b,How do I write a professional follow-up email after a job in...,527,282.977,0.0374
llama3:8b,How do I write a professional follow-up email after a job in...,510,274.032,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,524,275.028,0.0328
llama3:8b,What are some tips to stay focused while studying?,588,258.912,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,474,277.867,0.0327
llama3:8b,What are some tips to stay focused while studying?,554,273.477,0.0340
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,354,262.095,0.0325
llama3:8b,What are some fun icebreaker questions for team meetings?,488,273.246,0.0339
llama3:8b,What are some fun icebreaker questions for team meetings?,453,273.328,0.0339
llama3:8b,How do I write a professional follow-up email after a job in...,490,274.192,0.0339
llama3:8b,How can I start a simple workout routine at home with no equ...,563,279.836,0.0327
llama3:8b,Can you explain inflation in simple terms?,381,280.691,0.0328
llama3:8b,How can I start a simple workout routine at home with no equ...,615,268.608,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,612,263.893,0.0325
llama3:8b,What's the difference between anxiety and stress?,430,274.540,0.0329
llama3:8b,How can I start a simple workout routine at home with no equ...,554,282.196,0.0374
llama3:8b,Can you summarize the key points of the book Atomic Habits?,520,269.097,0.0323
llama3:8b,Can you summarize the key points of the book Atomic Habits?,483,262.431,0.0320
llama3:8b,Can you explain inflation in simple terms?,347,258.913,0.0318
llama3:8b,How do I negotiate my salary during a job offer?,473,283.531,0.0329
llama3:8b,How do I write a professional follow-up email after a job in...,456,283.404,0.0328
llama3:8b,How do I negotiate my salary during a job offer?,579,281.154,0.0372
llama3:8b,Can you summarize the key points of the book Atomic Habits?,460,278.949,0.0327
llama3:8b,Can you summarize the key points of the book Atomic Habits?,537,259.051,0.0316
llama3:8b,What are some tips to stay focused while studying?,439,279.266,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,503,276.852,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,748,274.383,0.0326
llama3:8b,Can you explain inflation in simple terms?,339,257.201,0.0315
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,772,273.059,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,462,256.414,0.0315
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,397,278.883,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,386,283.689,0.0328
llama3:8b,What are some fun icebreaker questions for team meetings?,441,285.692,0.0385
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,723,264.814,0.0318
llama3:8b,Can you summarize the key points of the book Atomic Habits?,469,284.750,0.0382
llama3:8b,How can I start a simple workout routine at home with no equ...,571,261.518,0.0324
llama3:8b,How do I write a professional follow-up email after a job in...,479,284.386,0.0382
llama3:8b,How can I start a simple workout routine at home with no equ...,435,285.821,0.0387
llama3:8b,How do I write a professional follow-up email after a job in...,470,263.309,0.0327
llama3:8b,What are some fun icebreaker questions for team meetings?,485,274.802,0.0337
llama3:8b,What's the difference between anxiety and stress?,315,289.820,0.0408
llama3:8b,What's the difference between anxiety and stress?,495,283.570,0.0386
llama3:8b,What are some tips to stay focused while studying?,605,264.383,0.0327
llama3:8b,How do I write a professional follow-up email after a job in...,333,289.162,0.0406
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,394,268.509,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,525,263.879,0.0334
llama3:8b,What are some tips to stay focused while studying?,217,293.011,0.0447
llama3:8b,Can you summarize the key points of the book Atomic Habits?,574,275.358,0.0335
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,297,290.445,0.0411
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,324,288.921,0.0326
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,354,262.129,0.0315
llama3:8b,What are some fun icebreaker questions for team meetings?,392,275.679,0.0326
llama3:8b,Can you summarize the key points of the book Atomic Habits?,535,265.917,0.0316
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,310,270.235,0.0330
llama3:8b,What's the difference between anxiety and stress?,424,283.987,0.0327
llama3:8b,What's the difference between anxiety and stress?,441,285.751,0.0384
llama3:8b,How do I write a professional follow-up email after a job in...,547,272.444,0.0330
llama3:8b,Can you explain inflation in simple terms?,383,287.609,0.0394
llama3:8b,Can you summarize the key points of the book Atomic Habits?,600,262.776,0.0312
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,626,261.044,0.0314
llama3:8b,How can I start a simple workout routine at home with no equ...,582,266.896,0.0331
llama3:8b,Can you summarize the key points of the book Atomic Habits?,427,286.194,0.0386
llama3:8b,How do I negotiate my salary during a job offer?,495,260.496,0.0320
llama3:8b,What's the difference between anxiety and stress?,530,268.673,0.0332
llama3:8b,Can you explain inflation in simple terms?,426,286.312,0.0384
llama3:8b,How can I start a simple workout routine at home with no equ...,617,262.805,0.0324
llama3:8b,How do I negotiate my salary during a job offer?,592,268.713,0.0332
llama3:8b,What are some fun icebreaker questions for team meetings?,484,269.796,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,589,277.255,0.0324
llama3:8b,What are some tips to stay focused while studying?,535,279.813,0.0326
llama3:8b,What's the difference between anxiety and stress?,450,270.840,0.0327
llama3:8b,How do I negotiate my salary during a job offer?,500,283.503,0.0326
llama3:8b,How can I start a simple workout routine at home with no equ...,575,266.634,0.0326
llama3:8b,What are some fun icebreaker questions for team meetings?,359,277.540,0.0332
llama3:8b,How can I start a simple workout routine at home with no equ...,347,288.748,0.0401
llama3:8b,How do I negotiate my salary during a job offer?,600,272.415,0.0332
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,219,292.973,0.0443
llama3:8b,Can you summarize the key points of the book Atomic Habits?,607,266.410,0.0324
llama3:8b,Can you summarize the key points of the book Atomic Habits?,293,290.683,0.0411
llama3:8b,Can you explain inflation in simple terms?,443,270.813,0.0322
llama3:8b,How do I negotiate my salary during a job offer?,497,275.215,0.0333
llama3:8b,What are some tips to stay focused while studying?,573,269.623,0.0323
llama3:8b,Can you explain inflation in simple terms?,446,271.558,0.0324
llama3:8b,What's the difference between anxiety and stress?,520,277.569,0.0321
llama3:8b,Can you help me plan a 3-day trip to Paris on a budget?,730,275.719,0.0331
llama3:8b,How can I start a simple workout routine at home with no equ...,544,282.755,0.0366
llama3:8b,What's a quick and healthy dinner I can make with chicken an...,281,272.860,0.0325
llama3:8b,What's the difference between anxiety and stress?,535,277.735,0.0331
llama3:8b,How do I write a professional follow-up email after a job in...,492,274.543,0.0324
