Model,Prompt,Tokens,TTFT (s),Avg Time/Token (s)
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,14,299.831,0.2026
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,14,299.845,0.2020
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,17,299.795,0.1696
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",13,299.895,0.2144
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,18,299.734,0.1629
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,5,300.050,0.5229
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,11,299.929,0.2492
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,12,299.914,0.2308
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,13,299.889,0.2137
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,9,299.969,0.2995
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,17,299.755,0.1714
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,13,299.859,0.2158
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,9,299.959,0.3005
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,6,300.027,0.4394
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,1,300.161,2.5213
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,9,299.966,0.3000
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,8,299.982,0.3356
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,6,300.038,0.4379
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,5,300.060,0.5210
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,2,300.130,1.2709
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,21,299.683,0.1420
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,15,299.810,0.1903
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,16,299.801,0.1789
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,19,299.722,0.1550
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,24,303.567,0.1271
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,15,299.836,0.1887
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",15,299.830,0.1891
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",24,299.596,0.1281
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,14,299.836,0.2023
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,32,299.422,0.1014
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,22,299.750,0.1369
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,17,299.775,0.1702
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,27,299.560,0.1152
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,20,299.706,0.1479
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,21,299.669,0.1427
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",12,299.899,0.2306
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,14,299.874,0.2010
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,9,299.984,0.2988
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,12,299.882,0.2316
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,5,300.060,0.5222
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,12,299.892,0.2312
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,12,299.887,0.2315
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,8,299.981,0.3359
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,17,299.770,0.1703
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,15,299.818,0.1897
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,15,299.837,0.1885
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,22,299.675,0.1363
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,22,299.659,0.1367
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,29,299.490,0.1096
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,38,299.316,0.0882
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,33,299.439,0.0978
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,42,299.212,0.0825
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",30,299.504,0.1057
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,35,299.368,0.0942
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,27,299.588,0.1146
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,23,299.655,0.1315
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,4,300.087,0.6450
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,48,299.055,0.0755
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,42,299.210,0.0826
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,61,298.775,0.0637
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,28,299.521,0.1125
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,16,299.811,0.1788
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,2,300.136,1.2665
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,31,299.458,0.1038
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,30,299.480,0.1062
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,29,299.505,0.1091
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",14,299.849,0.2013
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,5,300.055,0.5258
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",7,300.028,0.3809
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,3,300.117,0.8888
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,10,299.925,0.2755
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",6,300.056,0.4443
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,1,300.165,2.5041
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,16,299.800,0.1791
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,16,299.804,0.1794
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,8,300.001,0.3343
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,11,299.917,0.2504
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,10,299.959,0.2708
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,17,299.805,0.1691
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,51,299.000,0.0719
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,17,299.773,0.1709
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,52,298.973,0.0710
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,36,299.332,0.0927
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,41,299.216,0.0842
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,18,299.758,0.1619
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,43,299.168,0.0818
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,41,299.205,0.0846
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,34,299.383,0.0965
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,19,299.733,0.1547
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",54,298.904,0.0697
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,23,299.638,0.1317
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,43,299.202,0.0807
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,23,299.620,0.1326
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,63,298.713,0.0628
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,69,298.607,0.0589
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,59,298.780,0.0659
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,98,297.945,0.0483
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",90,298.115,0.0507
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,97,297.922,0.0489
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,99,297.856,0.0486
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,94,298.004,0.0496
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,148,296.083,0.0233
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,213,293.167,0.0236
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,167,296.263,0.0384
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,181,295.910,0.0374
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,194,295.433,0.0236
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,155,296.563,0.0394
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,173,296.168,0.0377
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,153,296.593,0.0397
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,230,294.691,0.0347
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,160,296.343,0.0395
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,232,293.222,0.0243
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,260,293.904,0.0337
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,286,293.257,0.0329
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,191,295.437,0.0380
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,169,295.941,0.0398
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,255,292.916,0.0248
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,163,296.090,0.0404
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,113,297.345,0.0472
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,249,294.168,0.0342
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,232,294.573,0.0349
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",228,294.521,0.0357
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,241,294.242,0.0350
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,197,294.937,0.0247
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,189,295.603,0.0375
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,143,296.693,0.0418
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,150,296.621,0.0403
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,199,295.278,0.0372
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,206,295.191,0.0363
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,212,295.047,0.0359
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,273,293.254,0.0243
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",239,294.354,0.0348
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,137,296.814,0.0427
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,320,291.018,0.0240
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",303,291.333,0.0240
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,101,297.646,0.0497
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,317,292.573,0.0318
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,200,293.849,0.0248
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,311,292.568,0.0325
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,226,294.559,0.0359
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,263,293.671,0.0342
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",113,297.345,0.0471
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,305,292.622,0.0329
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",133,296.883,0.0435
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,236,294.280,0.0355
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,131,296.961,0.0438
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,64,298.647,0.0629
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,46,299.070,0.0783
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,225,294.588,0.0360
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,105,297.541,0.0488
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",86,298.020,0.0541
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,248,286.993,0.0256
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",350,288.801,0.0256
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,188,291.179,0.0233
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,117,297.473,0.0444
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,123,297.348,0.0433
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,225,291.707,0.0235
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,137,296.778,0.0430
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,214,294.951,0.0243
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,135,296.878,0.0429
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,479,288.053,0.0305
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,193,295.467,0.0373
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,376,287.286,0.0265
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,171,296.010,0.0389
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,304,292.489,0.0242
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,210,291.445,0.0270
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,260,293.168,0.0246
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,211,292.463,0.0246
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,252,293.986,0.0344
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,333,292.040,0.0319
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,169,291.152,0.0268
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,265,293.620,0.0342
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,288,293.036,0.0335
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,324,291.411,0.0347
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,194,293.987,0.0251
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,256,291.362,0.0269
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,326,292.058,0.0326
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,238,291.163,0.0250
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,187,295.413,0.0388
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,398,289.417,0.0333
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,188,295.416,0.0386
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,165,295.928,0.0409
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,301,290.280,0.0256
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,210,293.638,0.0265
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,331,291.025,0.0248
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,229,282.802,0.0255
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,272,292.950,0.0246
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,247,293.482,0.0372
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,222,294.254,0.0379
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,147,291.677,0.0243
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,361,288.803,0.0257
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,337,282.353,0.0258
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,166,280.313,0.0260
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,294,292.831,0.0334
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,205,291.079,0.0248
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,223,284.911,0.0260
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,282,293.138,0.0338
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,285,292.907,0.0342
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,234,293.761,0.0253
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,257,293.817,0.0345
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,338,290.092,0.0248
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",321,292.151,0.0328
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,302,291.858,0.0248
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,277,292.562,0.0248
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,273,292.279,0.0253
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",227,292.460,0.0253
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,141,290.255,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,278,278.056,0.0247
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,377,282.292,0.0252
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,322,280.075,0.0250
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,214,290.846,0.0249
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,303,292.457,0.0340
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,257,293.636,0.0351
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,462,279.689,0.0255
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,251,289.435,0.0250
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,233,284.301,0.0268
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,251,284.374,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,243,284.601,0.0250
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,368,291.061,0.0315
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,403,290.151,0.0311
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,330,292.018,0.0323
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,273,293.321,0.0342
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,430,284.841,0.0271
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,447,288.831,0.0310
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,285,285.802,0.0272
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,450,284.985,0.0256
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,109,297.343,0.0489
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,207,282.367,0.0271
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,137,296.799,0.0429
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",262,288.651,0.0264
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,159,296.277,0.0402
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,322,288.768,0.0264
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",382,284.200,0.0269
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,313,284.947,0.0265
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,332,285.248,0.0264
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,321,284.231,0.0264
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,337,287.787,0.0249
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,386,290.766,0.0309
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,371,291.144,0.0311
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",278,278.045,0.0259
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,386,279.762,0.0262
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,336,291.902,0.0321
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,522,284.572,0.0265
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,279,287.887,0.0243
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,373,288.822,0.0266
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,292,287.097,0.0243
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,206,277.797,0.0264
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,303,292.738,0.0328
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,298,291.661,0.0270
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,297,292.883,0.0330
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,558,280.067,0.0264
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,305,291.908,0.0353
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,188,292.019,0.0257
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,526,281.001,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,233,291.278,0.0251
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,172,283.265,0.0279
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,169,282.332,0.0241
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,278,292.531,0.0252
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,171,280.493,0.0278
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,521,285.187,0.0273
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,346,291.461,0.0324
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,403,289.481,0.0253
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,340,291.553,0.0327
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,171,276.770,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,388,287.178,0.0251
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,244,290.772,0.0255
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",280,279.540,0.0270
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,355,284.243,0.0257
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,316,279.514,0.0267
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,364,280.130,0.0260
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,274,278.243,0.0254
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,188,273.930,0.0249
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,399,289.922,0.0320
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,392,281.063,0.0263
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,314,287.109,0.0258
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,299,278.694,0.0252
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,372,290.341,0.0258
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,401,289.819,0.0320
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,176,268.467,0.0261
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,576,280.293,0.0267
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,278,288.214,0.0258
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,600,278.694,0.0260
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,331,291.627,0.0334
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",456,280.054,0.0269
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,319,265.641,0.0271
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,478,273.666,0.0266
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,595,282.430,0.0270
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,342,291.333,0.0332
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,236,290.779,0.0256
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,311,268.949,0.0279
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,249,272.486,0.0273
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,279,289.736,0.0260
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,195,264.770,0.0265
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,224,269.783,0.0266
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,271,288.967,0.0261
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",251,289.179,0.0283
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,474,287.930,0.0311
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,617,281.979,0.0277
deepseek-coder:6.7b,Write a Python function to read a large text file line by li...,235,292.351,0.0267
deepseek-coder:6.7b,Given a pandas DataFrame with missing values and duplicate r...,275,290.850,0.0284
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,321,266.017,0.0247
deepseek-coder:6.7b,Design a simple URL shortener system. Write the core functio...,397,288.899,0.0347
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,282,266.389,0.0248
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",235,294.016,0.0369
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,163,295.495,0.0441
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,345,262.179,0.0250
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,265,293.428,0.0349
deepseek-coder:6.7b,Implement a function to detect a cycle in a directed graph u...,249,293.331,0.0375
deepseek-coder:6.7b,"Given a string s, return the length of the longest substring...",288,288.740,0.0263
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,224,265.623,0.0258
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,223,294.153,0.0382
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,378,290.579,0.0320
deepseek-coder:6.7b,Write a function that reverses a 32-bit signed integer. If t...,242,264.164,0.0261
deepseek-coder:6.7b,Implement a function to perform level-order traversal (BFS) ...,311,292.430,0.0330
deepseek-coder:6.7b,Write a function that returns all permutations of a given li...,271,293.344,0.0345
deepseek-coder:6.7b,Generate a regular expression that matches email addresses i...,373,288.358,0.0257
deepseek-coder:6.7b,Write a function to reverse a singly linked list in-place wi...,229,294.320,0.0365
